league,season,team,player,nation,pos,age,born,minutes,matches_played,starts,tm_matched_name,tm_match_score,market_value_eur,kmeans_label,gmm_label
ITA-Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,24.0,1999.0,1375.0,35.0,12.0,Daniel Mosquera,100.0,1500000.0,2,3
ITA-Serie A,2425,Roma,Leandro Paredes,ARG,MF,30.0,1994.0,1373.0,22.0,15.0,Leandro Paredes,100.0,5000000.0,0,0
ITA-Serie A,2425,Venezia,Ridgeciano Haps,SUR,"MF,DF",31.0,1993.0,1369.0,25.0,14.0,Ridgeciano Haps,100.0,900000.0,1,1
ITA-Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,26.0,1997.0,1367.0,20.0,14.0,Marin Pongracic,100.0,10000000.0,1,2
ITA-Serie A,2425,Torino,Marcus Pedersen,NOR,"MF,DF",24.0,2000.0,1362.0,29.0,15.0,Marcus Pedersen,100.0,3000000.0,1,2
ITA-Serie A,2425,Juventus,Francisco Conceição,POR,MF,21.0,2002.0,1340.0,26.0,12.0,Francisco Conceição,100.0,28000000.0,0,0
ITA-Serie A,2425,Parma,Hernani,BRA,MF,30.0,1994.0,1327.0,25.0,15.0,Hernani,100.0,1600000.0,3,0
ITA-Serie A,2425,Torino,Antonio Sanabria,PAR,FW,28.0,1996.0,1318.0,26.0,16.0,Antonio Sanabria,100.0,2800000.0,3,1
ITA-Serie A,2425,Venezia,Michael Svoboda,AUT,DF,25.0,1998.0,1314.0,16.0,15.0,Michael Svoboda,100.0,2500000.0,3,1
ITA-Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",22.0,2001.0,1564.0,30.0,18.0,Daniel Maldini,100.0,10000000.0,2,0
ITA-Serie A,2425,Parma,Valentin Mihaila,ROU,"MF,FW",24.0,2000.0,1288.0,21.0,16.0,Valentin Mihăilă,100.0,3000000.0,0,0
ITA-Serie A,2425,Napoli,David Neres,BRA,FW,27.0,1997.0,1283.0,28.0,13.0,David Neres,100.0,30000000.0,0,0
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,MF,20.0,2003.0,1281.0,24.0,16.0,Benja Domínguez,90.9090909090909,15000000.0,0,0
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27.0,1997.0,1273.0,24.0,16.0,Albert Gudmundsson,94.44444444444444,18000000.0,2,0
ITA-Serie A,2425,Monza,Milan Đurić,BIH,FW,34.0,1990.0,1538.0,27.0,16.0,Milan Djuric,86.95652173913044,1500000.0,2,3
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,"MF,FW",34.0,1989.0,1267.0,27.0,18.0,Nicolas Viola,100.0,1000000.0,0,0
ITA-Serie A,2425,Milan,Álex Jiménez,ESP,"MF,DF",19.0,2005.0,1266.0,22.0,14.0,Álex Jiménez,100.0,15000000.0,1,0
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,22.0,2002.0,1257.0,20.0,14.0,Ignace Van der Brempt,100.0,4000000.0,1,2
ITA-Serie A,2425,Como,Assane Diao,SEN,"MF,FW",18.0,2005.0,1529.0,25.0,16.0,Assane Diao,100.0,30000000.0,2,0
ITA-Serie A,2425,Udinese,Arthur Atta,FRA,"MF,FW",21.0,2003.0,1251.0,27.0,12.0,Arthur Atta,100.0,8000000.0,1,0
ITA-Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24.0,2000.0,1234.0,26.0,15.0,Yacine Adli,100.0,11000000.0,0,0
ITA-Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,19.0,2004.0,1227.0,28.0,11.0,Niccolò Pisilli,100.0,13000000.0,3,0
ITA-Serie A,2425,Venezia,John Yeboah,ECU,"FW,MF",24.0,2000.0,1226.0,33.0,11.0,John Yeboah,100.0,2800000.0,0,0
ITA-Serie A,2425,Inter,Davide Frattesi,ITA,MF,24.0,1999.0,1225.0,28.0,9.0,Davide Frattesi,100.0,35000000.0,2,0
ITA-Serie A,2425,Bologna,Nikola Moro,CRO,MF,26.0,1998.0,1208.0,22.0,15.0,Nikola Moro,100.0,4500000.0,1,2
ITA-Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,MF",22.0,2002.0,1206.0,25.0,10.0,Antoine Hainaut,100.0,1000000.0,3,1
ITA-Serie A,2425,Parma,Giovanni Leoni,ITA,DF,17.0,2006.0,1199.0,17.0,14.0,Giovanni Leoni,100.0,18000000.0,3,1
ITA-Serie A,2425,Milan,Tammy Abraham,ENG,FW,26.0,1997.0,1184.0,29.0,12.0,Tammy Abraham,100.0,15000000.0,2,3
ITA-Serie A,2425,Torino,Borna Sosa,CRO,"MF,DF",26.0,1998.0,1181.0,19.0,14.0,Borna Sosa,100.0,4500000.0,1,2
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25.0,1999.0,1178.0,21.0,13.0,Tommaso Pobega,100.0,9000000.0,3,1
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23.0,2001.0,2094.0,31.0,26.0,Khvicha Kvaratskhelia,100.0,90000000.0,2,0
ITA-Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23.0,2001.0,1275.0,28.0,14.0,Billy Gilmour,100.0,20000000.0,1,2
ITA-Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,22.0,2002.0,1169.0,31.0,7.0,Lazar Samardžić,100.0,17000000.0,0,0
ITA-Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",23.0,2001.0,1164.0,26.0,11.0,Yannik Engelhardt,100.0,6000000.0,3,1
ITA-Serie A,2425,Udinese,Christian Kabasele,BEL,DF,33.0,1991.0,1161.0,16.0,12.0,Christian Kabasele,100.0,700000.0,3,1
ITA-Serie A,2425,Juventus,Randal Kolo Muani,FRA,FW,25.0,1998.0,1518.0,26.0,15.0,Randal Kolo Muani,100.0,30000000.0,2,3
ITA-Serie A,2425,Torino,Cristiano Biraghi,ITA,DF,31.0,1992.0,1591.0,23.0,18.0,Cristiano Biraghi,100.0,1800000.0,0,0
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,23.0,2000.0,1156.0,21.0,13.0,Thórir Jóhann Helgason,93.02325581395348,3000000.0,0,0
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,FW,23.0,2000.0,1154.0,31.0,11.0,Thijs Dallinga,100.0,12000000.0,2,3
ITA-Serie A,2425,Bologna,Emil Holm,SWE,DF,24.0,2000.0,1137.0,21.0,12.0,Emil Holm,100.0,8000000.0,3,0
ITA-Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,DF,23.0,2001.0,1129.0,14.0,13.0,Nicolás Valentini,100.0,6000000.0,1,2
ITA-Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,23.0,2001.0,1125.0,18.0,12.0,Odilon Kossounou,100.0,25000000.0,1,2
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"MF,DF",23.0,2000.0,1124.0,26.0,11.0,Fabiano Parisi,100.0,6000000.0,3,1
ITA-Serie A,2425,Venezia,Joël Schingtienne,BEL,DF,21.0,2002.0,1122.0,16.0,12.0,Joël Schingtienne,100.0,3500000.0,1,2
ITA-Serie A,2425,Venezia,Marin Šverko,CRO,DF,26.0,1998.0,1117.0,16.0,12.0,Marin Šverko,100.0,1000000.0,3,1
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,22.0,2001.0,1114.0,22.0,14.0,Tino Anjorin,85.71428571428572,6000000.0,0,0
ITA-Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25.0,1999.0,1112.0,29.0,10.0,Pontus Almqvist,100.0,2500000.0,1,0
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,MF,29.0,1995.0,1111.0,21.0,12.0,Patrick Ciurria,100.0,1500000.0,0,0
ITA-Serie A,2425,Torino,Mërgim Vojvoda,KVX,"DF,MF",29.0,1995.0,1822.0,28.0,20.0,Mërgim Vojvoda,100.0,3000000.0,3,0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",24.0,2000.0,1103.0,26.0,11.0,Giacomo Raspadori,100.0,25000000.0,2,0
ITA-Serie A,2425,Lazio,Pedro,ESP,"MF,FW",37.0,1987.0,1102.0,30.0,6.0,Pedro,100.0,1000000.0,2,0
ITA-Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",31.0,1992.0,1099.0,16.0,13.0,Álvaro Morata,100.0,11000000.0,2,3
ITA-Serie A,2425,Fiorentina,Amir Richardson,MAR,MF,22.0,2002.0,1099.0,27.0,10.0,Amir Richardson,100.0,8500000.0,3,3
ITA-Serie A,2425,Roma,Stephan El Shaarawy,ITA,"MF,FW",31.0,1992.0,1098.0,31.0,12.0,Stephan El Shaarawy,100.0,3500000.0,0,0
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,FW,29.0,1995.0,1097.0,27.0,11.0,Eldor Shomurodov,100.0,5000000.0,2,3
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,35.0,1988.0,1095.0,20.0,12.0,Danilo D'Ambrosio,100.0,700000.0,1,2
ITA-Serie A,2425,Juventus,Renato Veiga,POR,DF,21.0,2003.0,1274.0,20.0,13.0,Renato Veiga,100.0,25000000.0,1,2
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,MF,24.0,2000.0,1660.0,27.0,21.0,Maxence Caqueret,100.0,16000000.0,3,0
ITA-Serie A,2425,Parma,Woyo Coulibaly,MLI,DF,25.0,1999.0,1193.0,18.0,13.0,Woyo Coulibaly,100.0,2000000.0,1,2
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,34.0,1990.0,1081.0,18.0,10.0,José Luis Palomino,100.0,700000.0,3,1
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,"DF,MF",21.0,2002.0,1077.0,21.0,13.0,Adam Obert,100.0,3000000.0,3,1
ITA-Serie A,2425,Napoli,Juan Jesus,BRA,DF,33.0,1991.0,1074.0,15.0,12.0,Juan Jesus,100.0,1500000.0,1,2
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20.0,2004.0,1069.0,18.0,12.0,Luca Marianucci,100.0,7500000.0,1,2
ITA-Serie A,2425,Lazio,Luca Pellegrini,ITA,DF,25.0,1999.0,1067.0,22.0,10.0,Luca Pellegrini,100.0,3000000.0,0,0
ITA-Serie A,2425,Udinese,Keinan Davis,ENG,FW,26.0,1998.0,1066.0,23.0,10.0,Keinan Davis,100.0,3400000.0,2,3
ITA-Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,DF,28.0,1995.0,1065.0,17.0,11.0,Giangiacomo Magnani,100.0,1800000.0,3,1
ITA-Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,36.0,1988.0,1060.0,18.0,13.0,Lorenzo De Silvestri,100.0,800000.0,3,0
ITA-Serie A,2425,Lecce,Hamza Rafia,TUN,MF,25.0,1999.0,1058.0,18.0,14.0,Hamza Rafia,100.0,1400000.0,1,2
ITA-Serie A,2425,Bologna,Babis Lykogiannis,GRE,DF,30.0,1993.0,1048.0,17.0,12.0,,74.64285714285714,,0,0
ITA-Serie A,2425,Torino,Yann Karamoh,FRA,"MF,FW",26.0,1998.0,1046.0,29.0,10.0,Yann Karamoh,100.0,1800000.0,0,0
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,28.0,1996.0,1037.0,19.0,10.0,Ruben Loftus-Cheek,100.0,10000000.0,1,2
ITA-Serie A,2425,Como,Álex Valle,ESP,DF,20.0,2004.0,1030.0,15.0,12.0,Álex Valle,100.0,6000000.0,1,2
ITA-Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,21.0,2003.0,1023.0,30.0,9.0,Giovanni Fabbian,100.0,12000000.0,0,0
ITA-Serie A,2425,Torino,Elif Elmas,MKD,"MF,FW",24.0,1999.0,1065.0,15.0,12.0,Eljif Elmas,95.23809523809524,14000000.0,2,0
ITA-Serie A,2425,Torino,Cesare Casadei,ITA,MF,21.0,2003.0,1017.0,15.0,13.0,Cesare Casadei,100.0,15000000.0,3,1
ITA-Serie A,2425,Juventus,Lloyd Kelly,ENG,DF,25.0,1998.0,1316.0,22.0,15.0,Lloyd Kelly,100.0,16000000.0,1,2
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24.0,2000.0,1009.0,28.0,8.0,Gianluca Gaetano,100.0,4000000.0,0,0
ITA-Serie A,2425,Venezia,Antonio Candela,ITA,"MF,DF",24.0,2000.0,1914.0,26.0,24.0,Antonio Candela,100.0,1800000.0,1,2
ITA-Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,DF,23.0,2001.0,1004.0,18.0,9.0,Flavius Daniliuc,100.0,2700000.0,1,2
ITA-Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,24.0,2000.0,991.0,29.0,9.0,Marco Brescianini,100.0,8000000.0,2,3
ITA-Serie A,2425,Inter,Kristjan Asllani,ALB,MF,22.0,2002.0,988.0,22.0,10.0,Kristjan Asllani,100.0,13000000.0,0,0
ITA-Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,24.0,1999.0,983.0,16.0,10.0,Lewis Ferguson,100.0,28000000.0,3,1
ITA-Serie A,2425,Inter,Piotr Zieliński,POL,MF,30.0,1994.0,980.0,26.0,8.0,Piotr Zielinski,100.0,10000000.0,0,0
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31.0,1992.0,966.0,14.0,12.0,Jean-Daniel Akpa Akpro,100.0,500000.0,1,2
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,23.0,2001.0,1533.0,32.0,15.0,Nicolò Fagioli,100.0,18000000.0,1,0
ITA-Serie A,2425,Venezia,Alfred Duncan,GHA,MF,31.0,1993.0,957.0,16.0,12.0,Alfred Duncan,100.0,1400000.0,1,2
ITA-Serie A,2425,Lazio,Fisayo Dele-Bashiru,NGA,MF,23.0,2001.0,947.0,20.0,12.0,Fisayo Dele-Bashiru,100.0,7500000.0,3,0
ITA-Serie A,2425,Hellas Verona,Dailon Livramento,CPV,"MF,FW",23.0,2001.0,940.0,29.0,8.0,Dailon Livramento,100.0,800000.0,3,3
ITA-Serie A,2425,Venezia,Issa Doumbia,ITA,MF,20.0,2003.0,939.0,24.0,10.0,Issa Doumbia,100.0,2400000.0,1,2
ITA-Serie A,2425,Milan,Samuel Chukwueze,NGA,"MF,FW",25.0,1999.0,925.0,26.0,9.0,Samuel Chukwueze,100.0,10000000.0,0,0
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,MF,23.0,2001.0,925.0,20.0,9.0,Mattia Felici,100.0,2800000.0,0,0
ITA-Serie A,2425,Torino,Ivan Ilić,SRB,MF,23.0,2001.0,920.0,19.0,9.0,Ivan Ilić,100.0,16000000.0,0,0
ITA-Serie A,2425,Roma,Mats Hummels,GER,DF,35.0,1988.0,915.0,14.0,11.0,Mats Hummels,100.0,2000000.0,1,2
ITA-Serie A,2425,Bologna,Nicolò Casale,ITA,DF,26.0,1998.0,1035.0,17.0,11.0,Nicolò Casale,100.0,6000000.0,1,2
ITA-Serie A,2425,Genoa,Alan Matturro,URU,DF,19.0,2004.0,900.0,13.0,9.0,Alan Matturro,100.0,7000000.0,1,2
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,ITA,MF,25.0,1999.0,956.0,24.0,9.0,Riccardo Sottil,100.0,5000000.0,0,0
ITA-Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,25.0,1998.0,1487.0,22.0,18.0,Alessandro Vogliacco,100.0,2800000.0,3,1
ITA-Serie A,2425,Milan,João Félix,POR,MF,24.0,1999.0,1129.0,27.0,11.0,João Félix,100.0,20000000.0,2,0
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,DF,27.0,1997.0,1101.0,19.0,11.0,Stefan Posch,100.0,8000000.0,1,2
ITA-Serie A,2425,Bologna,Davide Calabria,ITA,DF,27.0,1996.0,948.0,18.0,11.0,Davide Calabria,100.0,4500000.0,1,2
ITA-Serie A,2425,Fiorentina,Christian Kouamé,CIV,"MF,FW",26.0,1997.0,1129.0,26.0,10.0,Christian Kouamé,100.0,4000000.0,0,3
ITA-Serie A,2425,Roma,Nicola Zalewski,POL,MF,22.0,2002.0,968.0,23.0,8.0,Nicola Zalewski,100.0,12000000.0,0,0
GER-Bundesliga,2324,Heidenheim,Patrick Mainka,GER,DF,28.0,1994.0,3060.0,34.0,34.0,Patrick Mainka,100.0,2500000.0,1,1
GER-Bundesliga,2324,Frankfurt,Willian Pacho,ECU,DF,21.0,2001.0,2970.0,33.0,33.0,Willian Pacho,100.0,35000000.0,1,2
GER-Bundesliga,2324,Bochum,Bernardo,BRA,DF,28.0,1995.0,2924.0,33.0,33.0,Bernardo,100.0,5500000.0,1,1
GER-Bundesliga,2324,Augsburg,Ohis Felix Uduokhai,GER,DF,25.0,1997.0,2921.0,33.0,33.0,Felix Uduokhai,95.0,7000000.0,3,1
GER-Bundesliga,2324,Freiburg,Maximilian Eggestein,GER,MF,26.0,1996.0,2914.0,33.0,33.0,Maximilian Eggestein,100.0,10000000.0,1,1
GER-Bundesliga,2324,Stuttgart,Waldemar Anton,GER,DF,27.0,1996.0,2886.0,33.0,32.0,Waldemar Anton,100.0,20000000.0,1,2
GER-Bundesliga,2324,Augsburg,Ermedin Demirović,BIH,"FW,MF",25.0,1998.0,2873.0,33.0,33.0,Ermedin Demirovic,100.0,28000000.0,2,3
GER-Bundesliga,2324,Heidenheim,Tim Kleindienst,GER,FW,27.0,1995.0,2869.0,33.0,33.0,Tim Kleindienst,100.0,6000000.0,2,3
GER-Bundesliga,2324,Dortmund,Nico Schlotterbeck,GER,DF,23.0,1999.0,2859.0,33.0,32.0,Nico Schlotterbeck,100.0,40000000.0,1,1
GER-Bundesliga,2324,Bayern Munich,Harry Kane,ENG,FW,30.0,1993.0,2839.0,32.0,32.0,Harry Kane,100.0,100000000.0,2,3
GER-Bundesliga,2324,Mainz 05,Sepp van den Berg,NED,DF,21.0,2001.0,2839.0,33.0,31.0,Sepp van den Berg,100.0,12000000.0,3,1
GER-Bundesliga,2324,Leverkusen,Granit Xhaka,SUI,MF,30.0,1992.0,2821.0,33.0,32.0,Granit Xhaka,100.0,20000000.0,3,1
GER-Bundesliga,2324,Heidenheim,Jonas Föhrenbach,GER,DF,27.0,1996.0,2788.0,33.0,32.0,Jonas Föhrenbach,100.0,2000000.0,1,2
GER-Bundesliga,2324,Leverkusen,Álex Grimaldo,ESP,MF,27.0,1995.0,2784.0,33.0,31.0,,77.41935483870968,,0,0
GER-Bundesliga,2324,Köln,Timo Hübers,GER,DF,27.0,1996.0,2778.0,31.0,31.0,Timo Hübers,100.0,5500000.0,1,2
GER-Bundesliga,2324,Gladbach,Julian Weigl,GER,MF,27.0,1995.0,2764.0,31.0,31.0,Julian Weigl,100.0,6000000.0,3,1
GER-Bundesliga,2324,RB Leipzig,David Raum,GER,DF,25.0,1998.0,2739.0,31.0,31.0,David Raum,100.0,20000000.0,0,0
GER-Bundesliga,2324,Frankfurt,Robin Koch,GER,DF,27.0,1996.0,2738.0,31.0,31.0,Robin Koch,100.0,18000000.0,3,1
GER-Bundesliga,2324,Köln,Julian Chabot,GER,DF,25.0,1998.0,2703.0,32.0,32.0,,69.23076923076923,,1,2
GER-Bundesliga,2324,Union Berlin,Diogo Leite,POR,DF,24.0,1999.0,2702.0,32.0,31.0,Diogo Leite,100.0,15000000.0,1,2
GER-Bundesliga,2324,RB Leipzig,Loïs Openda,BEL,FW,23.0,2000.0,2697.0,34.0,33.0,Loïs Openda,100.0,60000000.0,2,3
GER-Bundesliga,2324,Werder Bremen,Marvin Ducksch,GER,FW,29.0,1994.0,2696.0,33.0,32.0,Marvin Ducksch,100.0,9000000.0,2,0
GER-Bundesliga,2324,Stuttgart,Angelo Stiller,GER,MF,22.0,2001.0,2778.0,32.0,31.0,Angelo Stiller,100.0,20000000.0,1,0
GER-Bundesliga,2324,Bochum,Kevin Stöger,AUT,MF,29.0,1993.0,2668.0,32.0,32.0,Kevin Stöger,100.0,5000000.0,0,0
GER-Bundesliga,2324,RB Leipzig,Xavi Simons,NED,MF,20.0,2003.0,2653.0,32.0,32.0,Xavi Simons,100.0,80000000.0,0,0
GER-Bundesliga,2324,Wolfsburg,Jonas Wind,DEN,FW,24.0,1999.0,2651.0,34.0,31.0,Jonas Wind,100.0,20000000.0,2,3
GER-Bundesliga,2324,Heidenheim,Eren Dinkçi,GER,MF,21.0,2001.0,2650.0,33.0,33.0,Eren Dinkçi,100.0,12000000.0,0,0
GER-Bundesliga,2324,Werder Bremen,Mitchell Weiser,GER,MF,29.0,1994.0,2636.0,30.0,30.0,Mitchell Weiser,100.0,6000000.0,0,0
GER-Bundesliga,2324,Leverkusen,Jonathan Tah,GER,DF,27.0,1996.0,2631.0,31.0,30.0,Jonathan Tah,100.0,30000000.0,3,1
GER-Bundesliga,2324,Stuttgart,Atakan Karazor,TUR,MF,26.0,1996.0,2623.0,33.0,31.0,Atakan Karazor,100.0,12000000.0,1,2
GER-Bundesliga,2324,Mainz 05,Leandro Barreiro Martins,LUX,MF,23.0,2000.0,2606.0,31.0,29.0,Leandro Barreiro,90.0,17000000.0,3,0
GER-Bundesliga,2324,Heidenheim,Jan-Niklas Beste,GER,MF,24.0,1999.0,2603.0,31.0,31.0,Niklas Beste,95.0,15000000.0,0,0
GER-Bundesliga,2324,Werder Bremen,Romano Schmid,AUT,"MF,FW",23.0,2000.0,2601.0,33.0,30.0,Romano Schmid,100.0,10000000.0,0,0
GER-Bundesliga,2324,Frankfurt,Tuta,BRA,"DF,MF",24.0,1999.0,2600.0,30.0,30.0,Tuta,100.0,12000000.0,1,1
GER-Bundesliga,2324,Augsburg,Jeffrey Gouweleeuw,NED,DF,32.0,1991.0,2593.0,30.0,29.0,Jeffrey Gouweleeuw,100.0,2000000.0,1,1
GER-Bundesliga,2324,Werder Bremen,Anthony Jung,GER,"DF,MF",31.0,1991.0,2579.0,31.0,30.0,Anthony Jung,100.0,1000000.0,3,1
GER-Bundesliga,2324,Bochum,Anthony Losilla,FRA,MF,37.0,1986.0,2576.0,31.0,31.0,Anthony Losilla,100.0,500000.0,1,0
GER-Bundesliga,2324,Stuttgart,Chris Führich,GER,MF,25.0,1998.0,2567.0,34.0,33.0,Chris Führich,100.0,28000000.0,0,0
GER-Bundesliga,2324,RB Leipzig,Benjamin Henrichs,GER,"DF,MF",26.0,1997.0,2526.0,33.0,28.0,Benjamin Henrichs,100.0,20000000.0,1,0
GER-Bundesliga,2324,Wolfsburg,Maximilian Arnold,GER,MF,29.0,1994.0,2506.0,30.0,27.0,Maximilian Arnold,100.0,7000000.0,1,0
GER-Bundesliga,2324,Mainz 05,Anthony Caci,FRA,"MF,DF",26.0,1997.0,2486.0,31.0,29.0,Anthony Caci,100.0,7000000.0,1,0
GER-Bundesliga,2324,Gladbach,Nico Elvedi,SUI,DF,26.0,1996.0,2482.0,30.0,28.0,Nico Elvedi,100.0,10000000.0,3,1
GER-Bundesliga,2324,RB Leipzig,Xaver Schlager,AUT,MF,25.0,1997.0,2477.0,29.0,29.0,Xaver Schlager,100.0,28000000.0,1,2
GER-Bundesliga,2324,Heidenheim,Omar Traoré,GER,DF,25.0,1998.0,2472.0,31.0,29.0,Omar Traoré,100.0,2500000.0,1,2
GER-Bundesliga,2324,Köln,Eric Martel,GER,MF,21.0,2002.0,2457.0,30.0,29.0,Eric Martel,100.0,7500000.0,1,1
GER-Bundesliga,2324,Wolfsburg,Joakim Mæhle,DEN,"DF,MF",26.0,1997.0,2452.0,30.0,27.0,Joakim Maehle,88.0,14000000.0,3,0
GER-Bundesliga,2324,Hoffenheim,Maximilian Beier,GER,"FW,MF",20.0,2002.0,2420.0,33.0,29.0,Maximilian Beier,100.0,30000000.0,2,3
GER-Bundesliga,2324,Hoffenheim,Pavel Kadeřábek,CZE,"MF,DF",31.0,1992.0,2412.0,29.0,28.0,Pavel Kaderabek,100.0,3000000.0,3,0
GER-Bundesliga,2324,Darmstadt 98,Tim Skarke,GER,"FW,MF",26.0,1996.0,2404.0,30.0,29.0,Tim Skarke,100.0,3000000.0,0,3
GER-Bundesliga,2324,Augsburg,Phillip Tietz,GER,FW,26.0,1997.0,2382.0,34.0,31.0,Phillip Tietz,100.0,5000000.0,2,3
GER-Bundesliga,2324,Leverkusen,Florian Wirtz,GER,MF,20.0,2003.0,2372.0,32.0,26.0,Florian Wirtz,100.0,130000000.0,2,3
GER-Bundesliga,2324,Wolfsburg,Maxence Lacroix,FRA,DF,23.0,2000.0,2362.0,28.0,27.0,Maxence Lacroix,100.0,20000000.0,3,1
GER-Bundesliga,2324,Darmstadt 98,Christoph Klarer,AUT,DF,23.0,2000.0,2354.0,30.0,28.0,Christoph Klarer,100.0,3000000.0,3,1
GER-Bundesliga,2324,Gladbach,Franck Honorat,FRA,"MF,FW",26.0,1996.0,2345.0,32.0,28.0,Franck Honorat,100.0,12000000.0,0,0
GER-Bundesliga,2324,Freiburg,Nicolas Höfler,GER,MF,33.0,1990.0,2330.0,28.0,26.0,Nicolas Höfler,100.0,2000000.0,3,1
GER-Bundesliga,2324,Werder Bremen,Jens Stage,DEN,MF,26.0,1996.0,2327.0,30.0,26.0,Jens Stage,100.0,7500000.0,3,1
GER-Bundesliga,2324,Freiburg,Vincenzo Grifo,ITA,MF,30.0,1993.0,2325.0,32.0,29.0,Vincenzo Grifo,100.0,9000000.0,0,0
GER-Bundesliga,2324,Hoffenheim,Anton Stach,GER,MF,24.0,1998.0,2491.0,33.0,28.0,Anton Stach,100.0,15000000.0,1,1
GER-Bundesliga,2324,Freiburg,Lucas Höler,GER,"FW,MF",29.0,1994.0,2305.0,33.0,26.0,Lucas Höler,100.0,4000000.0,0,0
GER-Bundesliga,2324,Frankfurt,Omar Marmoush,EGY,"FW,MF",24.0,1999.0,2301.0,29.0,27.0,Omar Marmoush,100.0,22000000.0,2,3
GER-Bundesliga,2324,Hoffenheim,Florian Grillitsch,AUT,"DF,MF",27.0,1995.0,2295.0,30.0,25.0,Florian Grillitsch,100.0,6500000.0,1,0
GER-Bundesliga,2324,Heidenheim,Lennard Maloney,USA,MF,23.0,1999.0,2284.0,29.0,27.0,Lennard Maloney,100.0,5000000.0,1,1
GER-Bundesliga,2324,Union Berlin,Robin Gosens,GER,"MF,DF",29.0,1994.0,2283.0,30.0,27.0,Robin Gosens,100.0,12000000.0,3,0
GER-Bundesliga,2324,Hoffenheim,Ozan Kabak,TUR,DF,23.0,2000.0,2282.0,28.0,28.0,Ozan Kabak,100.0,10000000.0,3,1
GER-Bundesliga,2324,Leverkusen,Jeremie Frimpong,NED,MF,22.0,2000.0,2251.0,31.0,27.0,Jeremie Frimpong,100.0,50000000.0,2,0
GER-Bundesliga,2324,Freiburg,Ritsu Doan,JPN,MF,25.0,1998.0,2246.0,30.0,26.0,Ritsu Doan,100.0,18000000.0,0,0
GER-Bundesliga,2324,Stuttgart,Enzo Millot,FRA,MF,21.0,2002.0,2241.0,31.0,27.0,Enzo Millot,100.0,30000000.0,0,0
GER-Bundesliga,2324,Bayern Munich,Leon Goretzka,GER,MF,28.0,1995.0,2241.0,30.0,25.0,Leon Goretzka,100.0,30000000.0,0,0
GER-Bundesliga,2324,Gladbach,Joe Scally,USA,"DF,MF",20.0,2002.0,2236.0,31.0,25.0,Joe Scally,100.0,10000000.0,3,1
GER-Bundesliga,2324,Stuttgart,Hiroki Ito,JPN,DF,24.0,1999.0,2228.0,26.0,25.0,Hiroki Ito,100.0,30000000.0,1,2
GER-Bundesliga,2324,Gladbach,Luca Netz,GER,"MF,DF",20.0,2003.0,2225.0,30.0,25.0,Luca Netz,100.0,10000000.0,1,2
