league,season,team,player,nation,pos,age,born,minutes,matches_played,starts,tm_matched_name,tm_match_score,market_value_eur,kmeans_label,gmm_label
GER-Bundesliga,2324,Dortmund,Julian Brandt,GER,MF,27.0,1996.0,2223.0,32.0,26.0,Julian Brandt,100.0,40000000.0,0,0
GER-Bundesliga,2324,Bochum,Erhan Mašović,SRB,"DF,MF",24.0,1998.0,2219.0,29.0,24.0,Erhan Masovic,100.0,5000000.0,1,2
GER-Bundesliga,2324,Dortmund,Niclas Füllkrug,GER,FW,30.0,1993.0,2392.0,31.0,29.0,Niclas Füllkrug,100.0,15000000.0,2,3
GER-Bundesliga,2324,Stuttgart,Serhou Guirassy,GUI,FW,27.0,1996.0,2208.0,28.0,25.0,Serhou Guirassy,100.0,40000000.0,2,3
GER-Bundesliga,2324,Leverkusen,Jonas Hofmann,GER,MF,31.0,1992.0,2204.0,32.0,26.0,Jonas Hofmann,100.0,10000000.0,0,0
GER-Bundesliga,2324,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",32.0,1991.0,2199.0,30.0,25.0,Andrej Kramaric,100.0,5000000.0,2,0
GER-Bundesliga,2324,Werder Bremen,Marco Friedl,AUT,DF,25.0,1998.0,2197.0,25.0,25.0,Marco Friedl,100.0,7500000.0,3,1
GER-Bundesliga,2324,Köln,Florian Kainz,AUT,MF,30.0,1992.0,2197.0,33.0,29.0,Florian Kainz,100.0,2500000.0,0,0
GER-Bundesliga,2324,RB Leipzig,Castello Lukeba,FRA,DF,20.0,2002.0,2191.0,32.0,24.0,Castello Lukeba,100.0,40000000.0,3,1
GER-Bundesliga,2324,Bochum,Keven Schlotterbeck,GER,DF,26.0,1997.0,2185.0,27.0,24.0,Keven Schlotterbeck,100.0,6000000.0,3,1
GER-Bundesliga,2324,Mainz 05,Dominik Kohr,GER,"DF,MF",29.0,1994.0,2184.0,31.0,27.0,Dominik Kohr,100.0,3000000.0,1,1
GER-Bundesliga,2324,Bayern Munich,Joshua Kimmich,GER,"MF,DF",28.0,1995.0,2176.0,28.0,27.0,Joshua Kimmich,100.0,50000000.0,0,0
GER-Bundesliga,2324,Frankfurt,Ellyes Skhiri,TUN,MF,28.0,1995.0,2168.0,27.0,24.0,Ellyes Skhiri,100.0,11000000.0,3,1
GER-Bundesliga,2324,Union Berlin,Danilho Doekhi,NED,DF,25.0,1998.0,2160.0,24.0,24.0,Danilho Doekhi,100.0,17000000.0,3,1
GER-Bundesliga,2324,Hoffenheim,Grischa Prömel,GER,MF,28.0,1995.0,2139.0,28.0,27.0,Grischa Prömel,100.0,7000000.0,3,0
GER-Bundesliga,2324,RB Leipzig,Mohamed Simakan,FRA,DF,23.0,2000.0,2138.0,32.0,23.0,Mohamed Simakan,100.0,35000000.0,1,1
GER-Bundesliga,2324,Bayern Munich,Leroy Sané,GER,MF,27.0,1996.0,2137.0,27.0,25.0,Leroy Sané,100.0,70000000.0,2,0
GER-Bundesliga,2324,Gladbach,Rocco Reitz,GER,MF,21.0,2002.0,2136.0,34.0,24.0,Rocco Reitz,100.0,10000000.0,3,0
GER-Bundesliga,2324,Mainz 05,Lee Jae-sung,KOR,MF,30.0,1992.0,2113.0,29.0,24.0,Jae-sung Lee,95.0,2500000.0,3,0
GER-Bundesliga,2324,Frankfurt,Ansgar Knauff,GER,"MF,FW",21.0,2002.0,2109.0,31.0,24.0,Ansgar Knauff,100.0,10000000.0,3,0
GER-Bundesliga,2324,Wolfsburg,Lovro Majer,CRO,"MF,FW",25.0,1998.0,2122.0,33.0,25.0,Lovro Majer,100.0,20000000.0,0,0
GER-Bundesliga,2324,Stuttgart,Maximilian Mittelstädt,GER,"DF,MF",26.0,1997.0,2103.0,31.0,23.0,Maximilian Mittelstädt,100.0,17000000.0,1,0
GER-Bundesliga,2324,Stuttgart,Deniz Undav,GER,"FW,MF",27.0,1996.0,2089.0,30.0,23.0,Deniz Undav,100.0,25000000.0,2,3
GER-Bundesliga,2324,Leverkusen,Edmond Tapsoba,BFA,DF,24.0,1999.0,2087.0,28.0,23.0,Edmond Tapsoba,100.0,45000000.0,1,2
GER-Bundesliga,2324,Frankfurt,Mario Götze,GER,MF,31.0,1992.0,2068.0,30.0,23.0,Mario Götze,100.0,5500000.0,3,0
GER-Bundesliga,2324,Gladbach,Maximilian Wöber,AUT,DF,25.0,1998.0,2066.0,25.0,24.0,Maximilian Wöber,100.0,10000000.0,3,0
GER-Bundesliga,2324,Bayern Munich,Alphonso Davies,CAN,DF,22.0,2000.0,2065.0,29.0,24.0,Alphonso Davies,100.0,50000000.0,3,0
GER-Bundesliga,2324,Köln,Dejan Ljubičić,AUT,MF,25.0,1997.0,2048.0,26.0,24.0,Dejan Ljubicic,100.0,5000000.0,1,1
GER-Bundesliga,2324,Augsburg,Kevin Mbabu,SUI,"DF,MF",28.0,1995.0,2047.0,25.0,22.0,Kevin Mbabu,100.0,4000000.0,1,2
GER-Bundesliga,2324,Freiburg,Manuel Gulde,GER,DF,32.0,1991.0,2047.0,27.0,23.0,Manuel Gulde,100.0,1500000.0,3,1
GER-Bundesliga,2324,Heidenheim,Benedikt Gimber,GER,DF,26.0,1997.0,2021.0,24.0,24.0,Benedikt Gimber,100.0,2800000.0,1,1
GER-Bundesliga,2324,Wolfsburg,Ridle Baku,GER,"MF,DF",25.0,1998.0,2013.0,33.0,22.0,Ridle Baku,100.0,7000000.0,1,0
GER-Bundesliga,2324,Heidenheim,Jan Schöppner,GER,MF,24.0,1999.0,1998.0,26.0,23.0,Jan Schöppner,100.0,3000000.0,3,1
GER-Bundesliga,2324,Mainz 05,Phillipp Mwene,AUT,"MF,DF",29.0,1994.0,1996.0,23.0,23.0,Phillipp Mwene,100.0,1800000.0,1,0
GER-Bundesliga,2324,Bochum,Takuma Asano,JPN,"FW,MF",28.0,1994.0,1986.0,29.0,26.0,Takuma Asano,100.0,4000000.0,2,3
GER-Bundesliga,2324,Augsburg,Elvis Rexhbeçaj,KVX,MF,25.0,1997.0,1985.0,25.0,24.0,Elvis Rexhbecaj,100.0,3500000.0,3,1
GER-Bundesliga,2324,Hoffenheim,Wout Weghorst,NED,FW,30.0,1992.0,1977.0,28.0,24.0,Wout Weghorst,100.0,6000000.0,2,3
GER-Bundesliga,2324,Bayern Munich,Kim Min-jae,KOR,DF,26.0,1996.0,1970.0,25.0,22.0,Min-jae Kim,95.0,45000000.0,3,1
GER-Bundesliga,2324,Augsburg,Ruben Vargas,SUI,"MF,FW",24.0,1998.0,1962.0,31.0,25.0,Rubén Vargas,100.0,7500000.0,0,3
GER-Bundesliga,2324,Dortmund,Marcel Sabitzer,AUT,MF,29.0,1994.0,1961.0,25.0,23.0,Marcel Sabitzer,100.0,20000000.0,0,0
GER-Bundesliga,2324,Frankfurt,Junior Dina Ebimbe,CMR,MF,22.0,2000.0,1956.0,31.0,25.0,Junior Dina Ebimbe,100.0,12000000.0,0,3
GER-Bundesliga,2324,Dortmund,Emre Can,GER,MF,29.0,1994.0,1953.0,25.0,22.0,Emre Can,100.0,10000000.0,3,1
GER-Bundesliga,2324,Werder Bremen,Miloš Veljković,SRB,DF,27.0,1995.0,1920.0,23.0,21.0,Milos Veljkovic,100.0,4500000.0,3,1
GER-Bundesliga,2324,Union Berlin,Robin Knoche,GER,DF,31.0,1992.0,1917.0,24.0,20.0,Robin Knoche,100.0,2500000.0,3,1
GER-Bundesliga,2324,Gladbach,Alassane Pléa,FRA,"FW,MF",30.0,1993.0,1913.0,27.0,24.0,Alassane Pléa,100.0,7000000.0,2,0
GER-Bundesliga,2324,Freiburg,Matthias Ginter,GER,DF,29.0,1994.0,1913.0,23.0,22.0,Matthias Ginter,100.0,10000000.0,1,2
GER-Bundesliga,2324,Frankfurt,Fares Chaïbi,ALG,"MF,FW",20.0,2002.0,1970.0,30.0,21.0,Farès Chaïbi,100.0,18000000.0,0,0
GER-Bundesliga,2324,Köln,Linton Maina,GER,MF,24.0,1999.0,1901.0,31.0,21.0,Linton Maina,100.0,3000000.0,0,0
GER-Bundesliga,2324,Frankfurt,Hugo Larsson,SWE,MF,19.0,2004.0,1886.0,29.0,21.0,Hugo Larsson,100.0,28000000.0,3,1
GER-Bundesliga,2324,Bochum,Ivan Ordets,UKR,DF,31.0,1992.0,1880.0,24.0,21.0,Ivan Ordets,100.0,2500000.0,1,1
GER-Bundesliga,2324,Bochum,Patrick Osterhage,GER,MF,23.0,2000.0,1861.0,24.0,21.0,Patrick Osterhage,100.0,7000000.0,3,1
GER-Bundesliga,2324,Freiburg,Lukas Kübler,GER,DF,30.0,1992.0,1847.0,26.0,22.0,Lukas Kübler,100.0,2000000.0,3,1
GER-Bundesliga,2324,Freiburg,Roland Sallai,HUN,"MF,FW",26.0,1997.0,1840.0,27.0,22.0,Roland Sallai,100.0,15000000.0,0,0
GER-Bundesliga,2324,Darmstadt 98,Fabian Holland,GER,"MF,DF",33.0,1990.0,1835.0,23.0,23.0,Fabian Holland,100.0,500000.0,1,2
GER-Bundesliga,2324,Leverkusen,Exequiel Palacios,ARG,MF,24.0,1998.0,1831.0,24.0,21.0,Exequiel Palacios,100.0,45000000.0,3,0
GER-Bundesliga,2324,Leverkusen,Odilon Kossounou,CIV,DF,22.0,2001.0,1811.0,22.0,21.0,Odilon Kossounou,100.0,35000000.0,3,1
GER-Bundesliga,2324,Freiburg,Kiliann Sildillia,FRA,DF,21.0,2002.0,1806.0,27.0,20.0,Kiliann Sildillia,100.0,15000000.0,1,2
GER-Bundesliga,2324,Darmstadt 98,Matthias Bader,GER,"MF,DF",26.0,1997.0,1802.0,24.0,21.0,Matthias Bader,100.0,1800000.0,3,1
GER-Bundesliga,2324,Werder Bremen,Senne Lynen,BEL,MF,24.0,1999.0,1797.0,32.0,20.0,Senne Lynen,100.0,7000000.0,1,2
GER-Bundesliga,2324,Augsburg,Mads Pedersen,DEN,"DF,MF",26.0,1996.0,1786.0,27.0,19.0,Mads Pedersen,100.0,2500000.0,3,0
GER-Bundesliga,2324,Darmstadt 98,Emir Karic,BIH,"MF,DF",26.0,1997.0,1783.0,27.0,18.0,Emir Karić,100.0,1000000.0,1,2
GER-Bundesliga,2324,Dortmund,Donyell Malen,NED,"MF,FW",24.0,1999.0,1781.0,27.0,21.0,Donyell Malen,100.0,40000000.0,2,3
GER-Bundesliga,2324,Bayern Munich,Konrad Laimer,AUT,"MF,DF",26.0,1997.0,1772.0,29.0,18.0,Konrad Laimer,100.0,30000000.0,1,2
GER-Bundesliga,2324,Dortmund,Julian Ryerson,NOR,DF,25.0,1997.0,1767.0,21.0,20.0,Julian Ryerson,100.0,20000000.0,3,0
GER-Bundesliga,2324,Bayern Munich,Dayot Upamecano,FRA,DF,24.0,1998.0,1762.0,25.0,19.0,Dayot Upamecano,100.0,45000000.0,3,1
GER-Bundesliga,2324,Köln,Max Finkgräfe,GER,DF,19.0,2004.0,1756.0,24.0,18.0,Max Finkgräfe,100.0,6000000.0,1,0
GER-Bundesliga,2324,Bayern Munich,Jamal Musiala,GER,MF,20.0,2003.0,1755.0,24.0,20.0,Jamal Musiala,100.0,120000000.0,2,0
GER-Bundesliga,2324,Frankfurt,Aurélio Buta,POR,"MF,DF",26.0,1997.0,1744.0,30.0,20.0,Aurélio Buta,100.0,5000000.0,1,0
GER-Bundesliga,2324,Wolfsburg,Moritz Jenz,GER,DF,24.0,1999.0,1742.0,22.0,21.0,Moritz Jenz,100.0,7500000.0,1,2
GER-Bundesliga,2324,Wolfsburg,Mattias Svanberg,SWE,MF,24.0,1999.0,1715.0,25.0,20.0,Mattias Svanberg,100.0,12000000.0,0,0
GER-Bundesliga,2324,Darmstadt 98,Matej Maglica,CRO,DF,24.0,1998.0,1698.0,26.0,21.0,Matej Maglica,100.0,2000000.0,3,1
GER-Bundesliga,2324,Leverkusen,Robert Andrich,GER,"MF,DF",28.0,1994.0,1690.0,28.0,18.0,Robert Andrich,100.0,17000000.0,3,1
GER-Bundesliga,2324,Freiburg,Michael Gregoritsch,AUT,FW,29.0,1994.0,1682.0,32.0,19.0,Michael Gregoritsch,100.0,8000000.0,2,3
GER-Bundesliga,2324,Bochum,Matúš Bero,SVK,"MF,FW",27.0,1995.0,1661.0,24.0,20.0,Matus Bero,100.0,3500000.0,1,0
GER-Bundesliga,2324,Köln,Rasmus Carstensen,DEN,"DF,MF",22.0,2000.0,1659.0,23.0,18.0,Rasmus Carstensen,100.0,2000000.0,1,2
GER-Bundesliga,2324,Bayern Munich,Thomas Müller,GER,MF,33.0,1989.0,1654.0,31.0,20.0,Thomas Müller,100.0,8000000.0,2,3
GER-Bundesliga,2324,Union Berlin,Christopher Trimmel,AUT,"MF,DF",36.0,1987.0,1646.0,26.0,19.0,Christopher Trimmel,100.0,600000.0,0,0
GER-Bundesliga,2324,Mainz 05,Brajan Gruda,GER,"MF,FW",19.0,2004.0,1641.0,28.0,19.0,Brajan Gruda,100.0,20000000.0,0,0
GER-Bundesliga,2324,Hoffenheim,Ihlas Bebou,TOG,"FW,MF",29.0,1994.0,1636.0,32.0,16.0,Ihlas Bebou,100.0,4000000.0,2,3
GER-Bundesliga,2324,Wolfsburg,Cedric Zesiger,SUI,DF,25.0,1998.0,1634.0,23.0,18.0,Cédric Zesiger,100.0,5000000.0,1,2
GER-Bundesliga,2324,Wolfsburg,Yannick Gerhardt,GER,MF,29.0,1994.0,1630.0,25.0,18.0,Yannick Gerhardt,100.0,4000000.0,3,1
GER-Bundesliga,2324,Köln,Denis Huseinbasic,BIH,MF,22.0,2001.0,1627.0,26.0,18.0,Denis Huseinbasic,100.0,4000000.0,1,2
GER-Bundesliga,2324,Augsburg,Iago,BRA,"DF,MF",26.0,1997.0,1622.0,23.0,18.0,Iago,100.0,4000000.0,1,0
GER-Bundesliga,2324,Darmstadt 98,Luca Pfeiffer,GER,"FW,MF",26.0,1996.0,1619.0,24.0,20.0,Luca Pfeiffer,100.0,1200000.0,0,3
GER-Bundesliga,2324,Werder Bremen,Felix Agu,NGA,MF,23.0,1999.0,1614.0,24.0,19.0,Felix Agu,100.0,4000000.0,1,2
GER-Bundesliga,2324,Dortmund,Marco Reus,GER,MF,34.0,1989.0,1601.0,26.0,18.0,Marco Reus,100.0,5000000.0,2,0
GER-Bundesliga,2324,Gladbach,Ko Itakura,JPN,"DF,MF",26.0,1997.0,1596.0,20.0,18.0,Ko Itakura,100.0,12000000.0,3,1
GER-Bundesliga,2324,RB Leipzig,Willi Orban,HUN,DF,30.0,1992.0,1582.0,19.0,18.0,Willi Orbán,100.0,10000000.0,1,2
GER-Bundesliga,2324,Dortmund,Mats Hummels,GER,DF,34.0,1988.0,1581.0,25.0,20.0,Mats Hummels,100.0,5000000.0,3,1
GER-Bundesliga,2324,Köln,Jan Thielmann,GER,"FW,MF",21.0,2002.0,1579.0,22.0,20.0,Jan Thielmann,100.0,5000000.0,0,0
GER-Bundesliga,2324,Werder Bremen,Leonardo Bittencourt,GER,MF,29.0,1993.0,1578.0,29.0,19.0,Leonardo Bittencourt,100.0,2500000.0,1,0
GER-Bundesliga,2324,Union Berlin,Lucas Tousart,FRA,MF,26.0,1997.0,1572.0,23.0,18.0,Lucas Tousart,100.0,7000000.0,1,1
GER-Bundesliga,2324,Bochum,Philipp Hofmann,GER,FW,30.0,1993.0,1571.0,29.0,18.0,Philipp Hofmann,100.0,1800000.0,2,3
GER-Bundesliga,2324,Gladbach,Marvin Friedrich,GER,DF,27.0,1995.0,1566.0,24.0,17.0,Marvin Friedrich,100.0,3500000.0,1,2
GER-Bundesliga,2324,Gladbach,Manu Koné,FRA,MF,22.0,2001.0,1561.0,22.0,18.0,Manu Koné,100.0,20000000.0,1,0
GER-Bundesliga,2324,Leverkusen,Victor Boniface,NGA,FW,22.0,2000.0,1546.0,23.0,18.0,Victor Boniface,100.0,40000000.0,2,3
GER-Bundesliga,2324,Hoffenheim,John Brooks,USA,DF,30.0,1993.0,1539.0,21.0,18.0,John Brooks,100.0,2000000.0,3,1
GER-Bundesliga,2324,Mainz 05,Jonathan Burkardt,GER,"FW,MF",23.0,2000.0,1538.0,21.0,18.0,Jonathan Burkardt,100.0,12000000.0,2,3
GER-Bundesliga,2324,RB Leipzig,Benjamin Šeško,SVN,FW,20.0,2003.0,1526.0,31.0,17.0,Benjamin Sesko,100.0,50000000.0,2,3
GER-Bundesliga,2324,RB Leipzig,Amadou Haidara,MLI,MF,25.0,1998.0,1526.0,21.0,19.0,Amadou Haidara,100.0,20000000.0,3,1
GER-Bundesliga,2324,Stuttgart,Jamie Leweling,GER,MF,22.0,2001.0,1523.0,34.0,17.0,Jamie Leweling,100.0,9000000.0,2,0
GER-Bundesliga,2324,Dortmund,Niklas Süle,GER,DF,27.0,1995.0,1514.0,23.0,14.0,Niklas Süle,100.0,15000000.0,3,1
GER-Bundesliga,2324,Darmstadt 98,Fabian Nürnberger,BUL,MF,24.0,1999.0,1513.0,21.0,17.0,Fabian Nürnberger,100.0,2500000.0,1,0
GER-Bundesliga,2324,Heidenheim,Marvin Pieringer,GER,"FW,MF",23.0,1999.0,1513.0,31.0,18.0,Marvin Pieringer,100.0,3000000.0,0,3
GER-Bundesliga,2324,Mainz 05,Karim Onisiwo,AUT,"FW,MF",31.0,1992.0,1493.0,24.0,17.0,Karim Onisiwo,100.0,1500000.0,0,3
GER-Bundesliga,2324,Leverkusen,Piero Hincapié,ECU,DF,21.0,2002.0,1484.0,26.0,16.0,Piero Hincapié,100.0,40000000.0,1,1
GER-Bundesliga,2324,Darmstadt 98,Marvin Mehlem,GER,MF,25.0,1997.0,1482.0,20.0,19.0,Marvin Mehlem,100.0,2500000.0,3,0
GER-Bundesliga,2324,Freiburg,Merlin Röhl,GER,"MF,FW",21.0,2002.0,1477.0,24.0,17.0,Merlin Röhl,100.0,12000000.0,0,3
GER-Bundesliga,2324,Stuttgart,Dan-Axel Zagadou,FRA,DF,24.0,1999.0,1453.0,19.0,16.0,Dan-Axel Zagadou,100.0,10000000.0,3,1
GER-Bundesliga,2324,RB Leipzig,Dani Olmo,ESP,MF,25.0,1998.0,1449.0,21.0,17.0,Dani Olmo,100.0,50000000.0,0,0
GER-Bundesliga,2324,RB Leipzig,Lukas Klostermann,GER,DF,27.0,1996.0,1436.0,25.0,16.0,Lukas Klostermann,100.0,8000000.0,3,1
GER-Bundesliga,2324,Wolfsburg,Kevin Paredes,USA,"MF,DF",20.0,2003.0,1432.0,28.0,15.0,Kevin Paredes,100.0,7500000.0,0,0
GER-Bundesliga,2324,Wolfsburg,Sebastiaan Bornauw,BEL,DF,24.0,1999.0,1431.0,20.0,16.0,Sebastiaan Bornauw,100.0,7000000.0,1,2
GER-Bundesliga,2324,Gladbach,Jordan Pefok,USA,FW,27.0,1996.0,1447.0,26.0,18.0,Jordan,90.0,4000000.0,2,3
GER-Bundesliga,2324,Augsburg,Arne Engels,BEL,"MF,DF",19.0,2003.0,1405.0,32.0,13.0,Arne Engels,100.0,9000000.0,0,0
GER-Bundesliga,2324,Bayern Munich,Matthijs de Ligt,NED,DF,23.0,1999.0,1390.0,22.0,16.0,Matthijs de Ligt,100.0,65000000.0,3,1
GER-Bundesliga,2324,Augsburg,Niklas Dorsch,GER,MF,25.0,1998.0,1386.0,21.0,16.0,Niklas Dorsch,100.0,4000000.0,1,2
GER-Bundesliga,2324,Gladbach,Nathan N'Goumou,CMR,"MF,FW",23.0,2000.0,1385.0,32.0,14.0,Nathan Ngoumou,100.0,5000000.0,0,0
GER-Bundesliga,2324,Darmstadt 98,Oscar Vilhelmsson,SWE,FW,19.0,2003.0,1374.0,26.0,16.0,Oscar Vilhelmsson,100.0,2000000.0,2,3
GER-Bundesliga,2324,Union Berlin,Alex Král,CZE,MF,25.0,1998.0,1370.0,24.0,13.0,Alex Král,100.0,5000000.0,1,2
GER-Bundesliga,2324,Werder Bremen,Olivier Deman,BEL,MF,23.0,2000.0,1365.0,29.0,14.0,Olivier Deman,100.0,5000000.0,3,0
GER-Bundesliga,2324,Darmstadt 98,Klaus Gjasula,ALB,"DF,MF",33.0,1989.0,1363.0,22.0,17.0,Klaus Gjasula,100.0,400000.0,1,2
GER-Bundesliga,2324,RB Leipzig,Kevin Kampl,SVN,MF,32.0,1990.0,1363.0,26.0,14.0,Kevin Kampl,100.0,3500000.0,3,1
GER-Bundesliga,2324,Mainz 05,Ludovic Ajorque,FRA,FW,29.0,1994.0,1360.0,26.0,15.0,Ludovic Ajorque,100.0,3000000.0,3,3
GER-Bundesliga,2324,Hoffenheim,Marius Bülter,GER,MF,30.0,1993.0,1351.0,30.0,15.0,Marius Bülter,100.0,2500000.0,0,0
GER-Bundesliga,2324,Darmstadt 98,Tobias Kempe,GER,MF,34.0,1989.0,1350.0,24.0,15.0,Tobias Kempe,100.0,500000.0,0,0
GER-Bundesliga,2324,Frankfurt,Philipp Max,GER,"MF,DF",29.0,1993.0,1350.0,23.0,17.0,Philipp Max,100.0,2000000.0,3,0
GER-Bundesliga,2324,Gladbach,Robin Hack,GER,"FW,MF",24.0,1998.0,1348.0,29.0,14.0,Robin Hack,100.0,8000000.0,2,3
GER-Bundesliga,2324,Mainz 05,Tom Krauß,GER,MF,22.0,2001.0,1346.0,29.0,13.0,Tom Krauß,100.0,4000000.0,1,1
GER-Bundesliga,2324,Union Berlin,Kevin Volland,GER,"FW,MF",31.0,1992.0,1345.0,26.0,17.0,Kevin Volland,100.0,4000000.0,0,0
GER-Bundesliga,2324,Union Berlin,Rani Khedira,TUN,MF,29.0,1994.0,1343.0,20.0,18.0,Rani Khedira,100.0,5000000.0,1,2
GER-Bundesliga,2324,Augsburg,Fredrik Jensen,FIN,MF,25.0,1997.0,1338.0,22.0,18.0,Fredrik Jensen,100.0,3500000.0,0,0
GER-Bundesliga,2324,Union Berlin,Kevin Vogt,GER,DF,31.0,1991.0,2642.0,32.0,30.0,Kevin Vogt,100.0,2000000.0,1,2
GER-Bundesliga,2324,Mainz 05,Nadiem Amiri,GER,MF,26.0,1996.0,1401.0,23.0,16.0,Nadiem Amiri,100.0,7000000.0,0,0
GER-Bundesliga,2324,Frankfurt,Niels Nkounkou,FRA,"MF,DF",22.0,2000.0,1309.0,29.0,13.0,Niels Nkounkou,100.0,7500000.0,3,0
GER-Bundesliga,2324,Union Berlin,Josip Juranović,CRO,"MF,DF",27.0,1995.0,1294.0,21.0,14.0,Josip Juranovic,100.0,7500000.0,0,0
GER-Bundesliga,2324,Mainz 05,Edimilson Fernandes,SUI,DF,27.0,1996.0,1290.0,21.0,13.0,Edimilson Fernandes,100.0,3500000.0,1,2
GER-Bundesliga,2324,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22.0,2001.0,1282.0,28.0,15.0,Benedict Hollerbach,100.0,4000000.0,0,0
GER-Bundesliga,2324,Köln,Faride Alidou,GER,"MF,FW",22.0,2001.0,1282.0,26.0,14.0,Faride Alidou,100.0,2500000.0,0,0
GER-Bundesliga,2324,Union Berlin,Brenden Aaronson,USA,"MF,FW",22.0,2000.0,1267.0,30.0,14.0,Brenden Aaronson,100.0,12000000.0,0,0
GER-Bundesliga,2324,Köln,Davie Selke,GER,FW,28.0,1995.0,1265.0,19.0,16.0,Davie Selke,100.0,2800000.0,2,3
GER-Bundesliga,2324,Freiburg,Philipp Lienhart,AUT,DF,27.0,1996.0,1265.0,15.0,14.0,Philipp Lienhart,100.0,15000000.0,3,1
GER-Bundesliga,2324,Dortmund,Ian Maatsen,NED,DF,21.0,2002.0,1473.0,28.0,16.0,Ian Maatsen,100.0,40000000.0,3,0
GER-Bundesliga,2324,Union Berlin,Kevin Behrens,GER,FW,32.0,1991.0,1878.0,31.0,21.0,Kevin Behrens,100.0,2000000.0,2,3
GER-Bundesliga,2324,Leverkusen,Josip Stanišić,CRO,"DF,MF",23.0,2000.0,1261.0,20.0,13.0,Josip Stanisic,100.0,28000000.0,3,1
GER-Bundesliga,2324,Hoffenheim,Robert Skov,DEN,MF,27.0,1996.0,1260.0,25.0,14.0,Robert Skov,100.0,5000000.0,0,0
GER-Bundesliga,2324,Heidenheim,Norman Theuerkauf,GER,"MF,DF",36.0,1987.0,1259.0,25.0,14.0,Norman Theuerkauf,100.0,300000.0,1,2
GER-Bundesliga,2324,Bochum,Moritz Broschinski,GER,"FW,MF",22.0,2000.0,1247.0,26.0,14.0,Moritz Broschinski,100.0,3000000.0,0,3
GER-Bundesliga,2324,Mainz 05,Silvan Widmer,SUI,"MF,DF",30.0,1993.0,1242.0,20.0,13.0,Silvan Widmer,100.0,3000000.0,3,0
GER-Bundesliga,2324,Darmstadt 98,Bartol Franjić,CRO,MF,23.0,2000.0,1229.0,20.0,14.0,Bartol Franjic,100.0,1800000.0,1,2
GER-Bundesliga,2324,Bayern Munich,Aleksandar Pavlovic,GER,MF,19.0,2004.0,1227.0,19.0,14.0,Aleksandar Pavlovic,100.0,30000000.0,3,1
GER-Bundesliga,2324,Gladbach,Florian Neuhaus,GER,MF,26.0,1997.0,1224.0,25.0,15.0,Florian Neuhaus,100.0,7000000.0,0,0
GER-Bundesliga,2324,Union Berlin,Janik Haberer,GER,MF,29.0,1994.0,1221.0,21.0,14.0,Janik Haberer,100.0,3000000.0,1,1
GER-Bundesliga,2324,Darmstadt 98,Christoph Zimmermann,GER,DF,30.0,1993.0,1220.0,19.0,12.0,Christoph Zimmermann,100.0,1000000.0,1,2
GER-Bundesliga,2324,RB Leipzig,Yussuf Poulsen,DEN,FW,29.0,1994.0,1217.0,28.0,12.0,Yussuf Poulsen,100.0,6000000.0,2,3
GER-Bundesliga,2324,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",29.0,1994.0,1216.0,25.0,11.0,Christopher Antwi-Adjei,100.0,1200000.0,0,3
GER-Bundesliga,2324,Union Berlin,András Schäfer,HUN,MF,24.0,1999.0,1214.0,20.0,14.0,András Schäfer,100.0,5000000.0,1,0
GER-Bundesliga,2324,Bayern Munich,Noussair Mazraoui,MAR,DF,25.0,1997.0,1197.0,19.0,15.0,Noussair Mazraoui,100.0,30000000.0,1,2
GER-Bundesliga,2324,Bayern Munich,Raphaël Guerreiro,POR,"MF,DF",29.0,1993.0,1191.0,20.0,13.0,Raphaël Guerreiro,100.0,12000000.0,3,0
GER-Bundesliga,2324,Werder Bremen,Nick Woltemade,GER,"FW,MF",21.0,2002.0,1189.0,30.0,12.0,Nick Woltemade,100.0,4000000.0,3,0
GER-Bundesliga,2324,Bochum,Cristian Gamboa,CRC,"DF,MF",33.0,1989.0,1187.0,22.0,12.0,Cristian Gamboa,100.0,500000.0,1,2
GER-Bundesliga,2324,Dortmund,Salih Özcan,TUR,MF,25.0,1998.0,1184.0,23.0,13.0,Salih Özcan,100.0,10000000.0,1,2
GER-Bundesliga,2324,Stuttgart,Josha Vagnoman,GER,"MF,DF",22.0,2000.0,1183.0,18.0,12.0,Josha Vagnoman,100.0,10000000.0,0,0
GER-Bundesliga,2324,Bayern Munich,Eric Dier,ENG,DF,29.0,1994.0,1367.0,19.0,14.0,Eric Dier,100.0,12000000.0,1,2
GER-Bundesliga,2324,Dortmund,Marius Wolf,GER,DF,28.0,1995.0,1166.0,22.0,12.0,Marius Wolf,100.0,3000000.0,1,2
GER-Bundesliga,2324,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",23.0,1999.0,1158.0,32.0,11.0,Christoph Baumgartner,100.0,18000000.0,2,3
GER-Bundesliga,2324,Köln,Benno Schmitz,GER,DF,28.0,1994.0,1155.0,22.0,13.0,Benno Schmitz,100.0,1500000.0,1,2
GER-Bundesliga,2324,Wolfsburg,Aster Vranckx,BEL,MF,20.0,2002.0,1153.0,24.0,12.0,Aster Vranckx,100.0,12000000.0,1,2
GER-Bundesliga,2324,Köln,Luca Waldschmidt,GER,MF,27.0,1996.0,1146.0,22.0,14.0,Luca Waldschmidt,100.0,2500000.0,0,3
