goals_p90,assists_p90,goals_assists_p90,non_penalty_goals_p90,np_goals_assists_p90,shots_p90,shots_on_target_p90,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,interceptions_p90,tackles_won_p90,fouls_committed_p90,fouls_drawn_p90,crosses_p90,offsides_p90,attacking_index,creativity_index,defensive_index,discipline_index
-0.43807882977507023,-0.9927692741547857,-0.7644181976737665,-0.40938411811723435,-0.7673324542044375,-1.1264446921685178,-0.8441514011674967,0.7719422177433,2.2504906051668034,1.7045341782675953,-0.6131631016080589,-0.6860907868094989,-0.7892996419426547,-0.3361651700621026,-0.8751659472798777,-0.7135273244672904,-1.0544973313226016,-0.9598205452901731,-0.7535026288214591,0.2539744071802846
-0.6261340866052314,-0.9927692741547857,-0.9050553221871999,-0.6177929637213676,-0.9186739878234987,-0.5695107231269915,-0.6862538386046928,-0.6860828406724625,-0.5635976976314594,-0.2943960966172288,0.5135753450759022,-0.47028299318827566,-0.907534354425252,-1.0665241697534533,-0.9090980152444935,0.07696223212244739,-0.7111270105387936,-0.9908143314446947,0.021550667299436384,-0.3345375827635486
2.820580121239811,1.6101086879781692,2.817790233965652,2.3534202057169615,2.471337415841146,1.8809235346081121,2.30895582062562,1.005263115769352,1.3047024493600532,0.741594344851318,-1.0929569334088896,-1.8516313828061741,-0.835007967954636,1.017400142681134,-0.6325740360225462,2.4679775527455163,2.28983192847857,-0.3175935892838676,-1.709854645567971,1.5337990063922313
0.14808206531422222,0.31868444439882754,0.25095869901860096,0.24021811870921378,0.32532851478535363,-0.699208885127356,-0.20462208280120422,1.8101643955625737,1.9884499939750624,0.7959295078654023,-0.09416765194794685,-0.3770570554916709,-0.5661709361524013,-0.009627378877698229,-0.7694010159207244,-0.17919616455919135,-0.4055537346587899,-0.6512747665429874,-0.27421166011371145,0.39548882428812127
-0.6220609677560057,-0.9927692741547857,-0.9020092402407967,-0.6132790032414316,-0.9153960573702637,-0.6942706365981797,-0.9177234330216589,-1.4602354645681384,-0.45726237714785445,0.9906305086658725,-0.8688074306376165,-0.9291836946645871,-0.618194868627204,-1.455005728786948,-0.8733013647649525,-0.5789583197248392,-0.7978138360581015,-0.9581174226925372,-1.0425992027032907,-0.8991321996645512
0.9337579981101876,2.312510738712607,1.7157747965171857,0.46441084806511457,1.4321508767877362,1.400173999013833,1.1626204897115426,0.2914316969833543,0.2717480411676295,0.22573371980688348,-1.1544555533343115,-1.7058389644727112,-1.0712876992051164,1.2619054330502972,1.6706025227346433,0.9024938082137621,1.5735200687782704,1.899656538814899,-1.6602379669610035,1.9278380992285078
-0.6217016558854752,-0.9927692741547857,-0.9017405288570963,-0.6128808023434011,-0.9151068933742648,-0.9062046565058233,-0.8373303102926213,-0.593719262311283,-0.175064795864441,0.27672683906414947,0.4941286104147311,-1.2807838310744546,0.09967623220031142,-1.152347645228205,-0.925861513841113,-0.7135273244672904,-0.9467555794376091,-1.0061262272963427,-0.4624623382005551,-1.132965856050022
-0.6208338616590856,-0.9927692741547857,-0.901091548941693,-0.6119190850482173,-0.9144085172091879,-0.8327689519989332,-0.5144411798817549,1.0349585027908494,-0.29421488573966054,-0.5391630690521055,0.7919070932231324,2.41913757717872,2.7210806963891514,0.4690038962232649,-0.8375754094810814,-0.7135273244672904,-0.8948921602044891,-0.9254850874222859,1.8674643200711012,-1.511255204826018
-0.22668116235375615,0.343659851286892,-0.018319244337432494,-0.1751064671049471,0.0355548361902955,-0.07659641862991841,-0.43062189366900633,-0.6527293262642588,-0.10059598969242921,0.4552027564645803,-0.3524538456074156,-0.4151259237090444,-0.8611081785724556,-0.180732665065794,-0.5710152181835539,-0.44127382644839525,-0.060151020563760906,-0.46603161692495004,-0.44522872207877895,0.44847613461132646
-0.8163768273389059,0.01105192945389362,-0.6056647596080631,-0.8286260488963232,-0.5964957077387679,0.24869305696957536,-0.3486579778925543,-0.8061554925419959,-1.0686904699285833,-1.1510805001392965,0.15677898063865295,0.2314613673157955,1.7693122881217742,-0.38217291119584634,1.7206227126782199,-0.7135273244672904,-0.03299880300687995,1.5734147789791177,0.22535082270315146,-1.6157790137297008
