league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ESP-La Liga,2324,Granada,Kamil Piątkowski,POL,DF,23,2000,9,6,505,5.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Lucas Boyé,ARG,FW,27,1996,31,30,2541,28.2,6,3,9,6,0,0,8,1,0.21,0.11,0.32,0.21,0.32
ESP-La Liga,2324,Granada,Marc Martínez,ESP,GK,33,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Martin Hongla,CMR,"MF,DF",25,1998,13,6,562,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Matias Arezo,URU,FW,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Miguel Ángel Rubio,ESP,DF,25,1998,19,17,1560,17.3,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06
ESP-La Liga,2324,Granada,Myrto Uzuni,ALB,"FW,MF",28,1995,34,28,2448,27.2,11,1,12,7,4,5,3,0,0.4,0.04,0.44,0.26,0.29
ESP-La Liga,2324,Granada,Njegoš Petrović,SRB,MF,24,1999,10,0,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Pablo Saenz,ESP,MF,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Raúl Fernández,ESP,GK,35,1988,4,4,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Raúl Torrente,ESP,DF,21,2001,17,14,1250,13.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Ricard Sánchez,ESP,DF,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,0.12,0.0,0.12,0.12,0.12
ESP-La Liga,2324,Granada,Samu Omorodion,ESP,FW,19,2004,1,1,80,0.9,1,0,1,1,0,0,0,0,1.13,0.0,1.13,1.13,1.13
ESP-La Liga,2324,Granada,Sergio Rodelas,ESP,"MF,FW",18,2004,3,2,122,1.4,0,1,1,0,0,0,0,0,0.0,0.74,0.74,0.0,0.74
ESP-La Liga,2324,Granada,Sergio Ruiz,ESP,MF,28,1994,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.0,0.14,0.14,0.0,0.14
ESP-La Liga,2324,Granada,Shon Weissman,ISR,FW,27,1996,5,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Theo Corbeanu,CAN,MF,21,2002,9,2,182,2.0,1,0,1,1,0,0,2,0,0.49,0.0,0.49,0.49,0.49
ESP-La Liga,2324,Granada,Víctor Díaz,ESP,DF,35,1988,4,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Wilson Manafá,POR,"DF,MF",29,1994,4,3,240,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Álvaro Carreras,ESP,"MF,FW",20,2003,13,5,475,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Granada,Óscar Melendo,ESP,"MF,FW",25,1997,26,15,1122,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Aarón Escandell,ESP,GK,27,1995,2,1,153,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Alberto Moleiro,ESP,"MF,FW",19,2003,28,21,1803,20.0,3,3,6,3,0,0,1,0,0.15,0.15,0.3,0.15,0.3
ESP-La Liga,2324,Las Palmas,Benito Ramírez,ESP,MF,28,1995,20,2,384,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.47,0.23,0.47
ESP-La Liga,2324,Las Palmas,Cristian Herrera,ESP,MF,32,1991,8,1,166,1.8,1,0,1,1,0,0,1,0,0.54,0.0,0.54,0.54,0.54
ESP-La Liga,2324,Las Palmas,Daley Sinkgraven,NED,DF,28,1995,10,6,374,4.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Enzo Loiodice,FRA,MF,22,2000,34,19,1790,19.9,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05
ESP-La Liga,2324,Las Palmas,Eric Curbelo,ESP,DF,29,1994,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Fabio González,ESP,MF,26,1997,6,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Iñaki González,ESP,MF,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Javier Muñoz,ESP,MF,28,1995,37,30,2640,29.3,2,3,5,2,0,0,6,0,0.07,0.1,0.17,0.07,0.17
ESP-La Liga,2324,Las Palmas,Jonathan Viera,ESP,"MF,FW",33,1989,9,7,617,6.9,2,1,3,0,2,2,1,0,0.29,0.15,0.44,0.0,0.15
ESP-La Liga,2324,Las Palmas,José Campaña,ESP,MF,30,1993,8,1,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Juanma Herzog,ESP,DF,19,2004,4,3,292,3.2,2,0,2,2,0,0,1,0,0.62,0.0,0.62,0.62,0.62
ESP-La Liga,2324,Las Palmas,Julian Araujo,MEX,DF,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06
ESP-La Liga,2324,Las Palmas,Kirian Rodríguez,ESP,MF,27,1996,37,36,3211,35.7,6,2,8,6,0,0,8,0,0.17,0.06,0.22,0.17,0.22
ESP-La Liga,2324,Las Palmas,Marc Cardona,ESP,FW,28,1995,26,6,737,8.2,4,1,5,3,1,1,4,0,0.49,0.12,0.61,0.37,0.49
ESP-La Liga,2324,Las Palmas,Marvin,ESP,"MF,DF",23,2000,31,17,1855,20.6,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
ESP-La Liga,2324,Las Palmas,Mika Mármol,ESP,DF,22,2001,36,36,3178,35.3,0,1,1,0,0,0,6,1,0.0,0.03,0.03,0.0,0.03
ESP-La Liga,2324,Las Palmas,Munir El Haddadi,MAR,"MF,FW",27,1995,38,32,2449,27.2,3,2,5,3,0,1,3,0,0.11,0.07,0.18,0.11,0.18
ESP-La Liga,2324,Las Palmas,Máximo Perrone,ARG,MF,20,2003,29,20,1623,18.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Omenuke Mfulu,COD,MF,29,1994,5,1,82,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Pejiño,ESP,"MF,FW",27,1996,17,6,504,5.6,2,0,2,2,0,0,1,0,0.36,0.0,0.36,0.36,0.36
ESP-La Liga,2324,Las Palmas,Sandro Ramírez,ESP,"FW,MF",28,1995,27,21,1808,20.1,1,3,4,1,0,1,3,0,0.05,0.15,0.2,0.05,0.2
ESP-La Liga,2324,Las Palmas,Saúl Coco,EQG,DF,24,1999,30,26,2295,25.5,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04
ESP-La Liga,2324,Las Palmas,Sergi Cardona,ESP,DF,24,1999,35,30,2814,31.3,1,2,3,1,0,0,11,0,0.03,0.06,0.1,0.03,0.1
ESP-La Liga,2324,Las Palmas,Sory Kaba,GUI,FW,28,1995,17,9,720,8.0,1,1,2,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25
ESP-La Liga,2324,Las Palmas,Álex Suárez,ESP,DF,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,0.07,0.0,0.07,0.07,0.07
ESP-La Liga,2324,Las Palmas,Álvaro Lemos,ESP,DF,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Las Palmas,Álvaro Vallés,ESP,GK,26,1997,37,37,3263,36.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Abdón Prats,ESP,FW,30,1992,34,11,1270,14.1,6,1,7,6,0,0,4,0,0.43,0.07,0.5,0.43,0.5
ESP-La Liga,2324,Mallorca,Amath,SEN,"FW,MF",27,1996,15,3,394,4.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Antonio Raillo,ESP,DF,31,1991,26,25,2195,24.4,3,2,5,3,0,0,6,1,0.12,0.08,0.21,0.12,0.21
ESP-La Liga,2324,Mallorca,Antonio Sánchez,ESP,MF,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25
ESP-La Liga,2324,Mallorca,Copete,ESP,DF,23,1999,19,17,1333,14.8,1,1,2,1,0,0,7,0,0.07,0.07,0.14,0.07,0.14
ESP-La Liga,2324,Mallorca,Cyle Larin,CAN,FW,28,1995,35,20,1823,20.3,3,2,5,3,0,0,8,0,0.15,0.1,0.25,0.15,0.25
ESP-La Liga,2324,Mallorca,Dani Rodríguez,ESP,MF,35,1988,36,31,2615,29.1,2,4,6,2,0,0,9,0,0.07,0.14,0.21,0.07,0.21
ESP-La Liga,2324,Mallorca,Dominik Greif,SVK,GK,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Giovanni González,URU,DF,28,1994,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07
ESP-La Liga,2324,Mallorca,Iván Cuéllar,ESP,GK,39,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Jaume Costa,ESP,"DF,MF",35,1988,30,19,1682,18.7,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05
ESP-La Liga,2324,Mallorca,Javier Llabrés,ESP,MF,20,2002,16,1,247,2.7,1,0,1,1,0,0,1,0,0.36,0.0,0.36,0.36,0.36
ESP-La Liga,2324,Mallorca,Manu Morlanes,ESP,MF,24,1999,35,16,1615,17.9,0,2,2,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ESP-La Liga,2324,Mallorca,Martin Valjent,SVK,DF,27,1995,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2324,Mallorca,Matija Nastasić,SRB,DF,30,1993,26,25,2258,25.1,2,0,2,2,0,0,8,0,0.08,0.0,0.08,0.08,0.08
ESP-La Liga,2324,Mallorca,Nacho Vidal,ESP,DF,28,1995,8,5,416,4.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Nemanja Radonjić,SRB,MF,27,1996,11,4,353,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Omar Mascarell,EQG,MF,30,1993,29,18,1571,17.5,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Pablo Maffeo,ESP,"DF,MF",26,1997,22,17,1454,16.2,1,2,3,1,0,0,3,1,0.06,0.12,0.19,0.06,0.19
ESP-La Liga,2324,Mallorca,Predrag Rajković,SRB,GK,27,1995,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Samu Costa,POR,MF,22,2000,34,26,2303,25.6,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08
ESP-La Liga,2324,Mallorca,Sergi Darder,ESP,MF,29,1993,36,21,2157,24.0,2,5,7,2,0,0,4,0,0.08,0.21,0.29,0.08,0.29
ESP-La Liga,2324,Mallorca,Siebe Van Der Heyden,BEL,DF,25,1998,6,4,286,3.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Mallorca,Toni Lato,ESP,DF,25,1997,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
ESP-La Liga,2324,Mallorca,Vedat Muriqi,KVX,FW,29,1994,29,25,2327,25.9,7,2,9,6,1,3,5,0,0.27,0.08,0.35,0.23,0.31
ESP-La Liga,2324,Osasuna,Aimar Oroz,ESP,MF,21,2001,33,26,2339,26.0,2,1,3,1,1,1,3,0,0.08,0.04,0.12,0.04,0.08
ESP-La Liga,2324,Osasuna,Aitor Fernández,ESP,GK,32,1991,7,6,551,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,Ante Budimir,CRO,FW,32,1991,33,29,2435,27.1,17,2,19,14,3,4,4,0,0.63,0.07,0.7,0.52,0.59
ESP-La Liga,2324,Osasuna,Asier Osambela,ESP,MF,19,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,Catena,ESP,DF,28,1994,30,28,2534,28.2,1,3,4,1,0,0,8,1,0.04,0.11,0.14,0.04,0.14
ESP-La Liga,2324,Osasuna,Darko Brašanac,SRB,MF,31,1992,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,David García,ESP,DF,29,1994,27,27,2334,25.9,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2324,Osasuna,Ezequiel Ávila,ARG,"FW,MF",29,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,0.1,0.31,0.42,0.1,0.42
ESP-La Liga,2324,Osasuna,Iker Muñoz,ESP,MF,20,2002,28,20,1854,20.6,4,0,4,4,0,0,5,0,0.19,0.0,0.19,0.19,0.19
ESP-La Liga,2324,Osasuna,Iñigo Arguibide,ESP,FW,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,Jesús Areso,ESP,"DF,MF",24,1999,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.03,0.2,0.24,0.03,0.24
ESP-La Liga,2324,Osasuna,Johan Mojica,COL,"DF,MF",30,1992,30,22,2041,22.7,0,3,3,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13
ESP-La Liga,2324,Osasuna,Jon Moncayola,ESP,MF,25,1998,33,21,1800,20.0,1,3,4,1,0,0,2,1,0.05,0.15,0.2,0.05,0.2
ESP-La Liga,2324,Osasuna,Jorge Herrando,ESP,DF,22,2001,19,18,1644,18.3,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05
ESP-La Liga,2324,Osasuna,Jorge Moreno,ESP,DF,22,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,José Arnaiz,ESP,"FW,MF",28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,0.19,0.1,0.29,0.19,0.29
ESP-La Liga,2324,Osasuna,Juan Cruz Armada,ESP,DF,31,1992,26,18,1667,18.5,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
ESP-La Liga,2324,Osasuna,Kike Barja,ESP,"FW,MF",26,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,Lucas Torró,ESP,MF,29,1994,28,21,1788,19.9,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05
ESP-La Liga,2324,Osasuna,Max Svensson,ESP,FW,21,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,Moi Gómez,ESP,"MF,FW",29,1994,28,23,2006,22.3,3,0,3,3,0,0,3,0,0.13,0.0,0.13,0.13,0.13
ESP-La Liga,2324,Osasuna,Nacho Vidal,ESP,DF,28,1995,7,0,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94
ESP-La Liga,2324,Osasuna,Pablo Ibáñez,ESP,MF,24,1998,33,12,1152,12.8,1,2,3,1,0,0,5,0,0.08,0.16,0.23,0.08,0.23
ESP-La Liga,2324,Osasuna,Raúl,ESP,FW,22,2000,35,13,1355,15.1,6,1,7,6,0,0,4,0,0.4,0.07,0.46,0.4,0.46
ESP-La Liga,2324,Osasuna,Rubén García,ESP,"FW,MF",30,1993,30,19,1547,17.2,3,2,5,3,0,0,1,0,0.17,0.12,0.29,0.17,0.29
ESP-La Liga,2324,Osasuna,Rubén Peña,ESP,"DF,MF",32,1991,29,26,2088,23.2,0,2,2,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09
ESP-La Liga,2324,Osasuna,Sergio Herrera,ESP,GK,30,1993,32,32,2869,31.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Osasuna,Unai García,ESP,DF,31,1992,9,6,560,6.2,1,0,1,1,0,0,6,1,0.16,0.0,0.16,0.16,0.16
ESP-La Liga,2324,Osasuna,Xabier Huarte Armendáriz,ESP,MF,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Abdul Mumin,GHA,DF,25,1998,20,19,1694,18.8,1,0,1,1,0,0,5,1,0.05,0.0,0.05,0.05,0.05
ESP-La Liga,2324,Rayo Vallecano,Alfonso Espino,URU,DF,31,1992,31,29,2507,27.9,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2324,Rayo Vallecano,Andrei Ratiu,ROU,"DF,MF",25,1998,12,6,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Aridane Hernández,ESP,DF,34,1989,19,19,1690,18.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Bebé,CPV,"FW,MF",33,1990,19,0,212,2.4,2,0,2,1,1,1,1,0,0.85,0.0,0.85,0.42,0.42
ESP-La Liga,2324,Rayo Vallecano,Crespo,POR,MF,26,1996,15,4,527,5.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Dani Cárdenas,ESP,GK,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Diego Méndez,ESP,MF,19,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Florian Lejeune,FRA,DF,32,1991,37,37,3327,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11
ESP-La Liga,2324,Rayo Vallecano,Isaac Palazón Camacho,ESP,MF,28,1994,37,34,2791,31.0,4,1,5,2,2,2,8,0,0.13,0.03,0.16,0.06,0.1
ESP-La Liga,2324,Rayo Vallecano,Iván Balliu,ALB,DF,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.0,0.03,0.03,0.0,0.03
ESP-La Liga,2324,Rayo Vallecano,Jorge de Frutos,ESP,MF,26,1997,36,14,1549,17.2,2,0,2,2,0,0,1,0,0.12,0.0,0.12,0.12,0.12
ESP-La Liga,2324,Rayo Vallecano,José Pozo,ESP,"FW,MF",27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Kike Pérez,ESP,"MF,FW",26,1997,24,9,835,9.3,1,0,1,1,0,0,7,0,0.11,0.0,0.11,0.11,0.11
ESP-La Liga,2324,Rayo Vallecano,Pathé Ciss,SEN,MF,29,1994,31,16,1664,18.5,1,0,1,1,0,0,10,0,0.05,0.0,0.05,0.05,0.05
ESP-La Liga,2324,Rayo Vallecano,Pep Chavarría,ESP,"DF,MF",25,1998,22,12,1167,13.0,1,1,2,1,0,0,6,1,0.08,0.08,0.15,0.08,0.15
ESP-La Liga,2324,Rayo Vallecano,Radamel Falcao,COL,FW,37,1986,22,2,407,4.5,1,0,1,0,1,1,4,0,0.22,0.0,0.22,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Randy Nteka,ANG,FW,25,1997,16,3,572,6.4,1,1,2,0,1,1,3,0,0.16,0.16,0.31,0.0,0.16
ESP-La Liga,2324,Rayo Vallecano,Raúl de Tomás,ESP,FW,28,1994,25,15,1272,14.1,1,2,3,0,1,1,5,0,0.07,0.14,0.21,0.0,0.14
ESP-La Liga,2324,Rayo Vallecano,Salvi,ESP,MF,32,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Sergio Camello,ESP,FW,22,2001,31,20,1661,18.5,3,1,4,3,0,0,3,0,0.16,0.05,0.22,0.16,0.22
ESP-La Liga,2324,Rayo Vallecano,Stole Dimitrievski,MKD,GK,29,1993,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Unai López,ESP,MF,27,1995,35,28,2108,23.4,1,2,3,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13
ESP-La Liga,2324,Rayo Vallecano,Álvaro García,ESP,MF,30,1992,32,30,2475,27.5,6,1,7,6,0,0,8,1,0.22,0.04,0.25,0.22,0.25
ESP-La Liga,2324,Rayo Vallecano,Óscar Trejo,ARG,"FW,MF",35,1988,31,19,1380,15.3,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Rayo Vallecano,Óscar Valentín,ESP,MF,28,1994,34,32,2692,29.9,1,0,1,1,0,0,7,1,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2324,Real Betis,Abde Ezzalzouli,MAR,MF,21,2001,26,6,865,9.6,1,0,1,1,0,1,1,0,0.1,0.0,0.1,0.1,0.1
ESP-La Liga,2324,Real Betis,Abner,BRA,DF,23,2000,23,15,1400,15.6,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
ESP-La Liga,2324,Real Betis,Aitor Ruibal,ESP,"DF,MF",27,1996,18,11,1017,11.3,2,1,3,2,0,0,5,0,0.18,0.09,0.27,0.18,0.27
ESP-La Liga,2324,Real Betis,Andrés Guardado,MEX,MF,36,1986,12,4,447,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Assane Diao,SEN,MF,17,2005,18,13,1048,11.6,2,0,2,2,0,0,4,0,0.17,0.0,0.17,0.17,0.17
ESP-La Liga,2324,Real Betis,Ayoze Pérez,ESP,"MF,FW",30,1993,31,29,2294,25.5,9,1,10,9,0,0,4,0,0.35,0.04,0.39,0.35,0.39
ESP-La Liga,2324,Real Betis,Borja Iglesias,ESP,FW,30,1993,11,4,408,4.5,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22
ESP-La Liga,2324,Real Betis,Chadi Riad,MAR,DF,20,2003,26,24,2164,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Claudio Bravo,CHI,GK,40,1983,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Cédric Bakambu,COD,FW,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Ezequiel Ávila,ARG,"MF,FW",29,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.3,0.0,0.3,0.3,0.3
ESP-La Liga,2324,Real Betis,Fran Vieites,ESP,GK,24,1999,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Germán Pezzella,ARG,DF,32,1991,32,32,2767,30.7,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2324,Real Betis,Guido Rodríguez,ARG,MF,29,1994,24,22,1846,20.5,2,0,2,2,0,0,6,0,0.1,0.0,0.1,0.1,0.1
ESP-La Liga,2324,Real Betis,Héctor Bellerín,ESP,DF,28,1995,23,20,1711,19.0,0,1,1,0,0,0,0,1,0.0,0.05,0.05,0.0,0.05
ESP-La Liga,2324,Real Betis,Isco,ESP,MF,31,1992,29,28,2326,25.8,8,5,13,6,2,2,10,0,0.31,0.19,0.5,0.23,0.43
ESP-La Liga,2324,Real Betis,Johnny Cardoso,USA,MF,21,2001,17,15,1328,14.8,1,2,3,1,0,0,3,0,0.07,0.14,0.2,0.07,0.2
ESP-La Liga,2324,Real Betis,Juan Cruz,ESP,MF,23,2000,5,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Juan Miranda,ESP,DF,23,2000,25,21,1858,20.6,1,1,2,1,0,0,8,0,0.05,0.05,0.1,0.05,0.1
ESP-La Liga,2324,Real Betis,Luiz Felipe,ITA,DF,26,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Luiz Henrique,BRA,MF,22,2001,14,6,616,6.8,0,3,3,0,0,0,1,0,0.0,0.44,0.44,0.0,0.44
ESP-La Liga,2324,Real Betis,Marc Bartra,ESP,DF,32,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Marc Roca,ESP,MF,26,1996,26,24,1980,22.0,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18
ESP-La Liga,2324,Real Betis,Nabil Fekir,FRA,"MF,FW",30,1993,19,10,1049,11.7,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26
ESP-La Liga,2324,Real Betis,Pablo Busto,ESP,DF,17,2005,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Pablo Fornals,ESP,MF,27,1996,15,14,1148,12.8,3,2,5,3,0,0,2,0,0.24,0.16,0.39,0.24,0.39
ESP-La Liga,2324,Real Betis,Paul Akouokou,CIV,MF,25,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Ricardo Visus,ESP,DF,22,2001,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2324,Real Betis,Rodri,ESP,MF,23,2000,29,9,1051,11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
